user_id,table,algorithm,step,median_abs_delta,p25_abs_delta,p75_abs_delta,p95_abs_delta,frac_changed,n
U000,oref_v5,aaps_average,filter,0.0,0.0,0.0,0.0,0.0,25826
U000,oref_v5,aaps_exponential,filter,2.0,1.0,4.0,10.0,0.8573530550607914,25826
U000,oref_v5,ukf,predict,3.4779424973085042,1.470804998415133,6.977593755939552,16.9127334754231,1.0,25815
U000,oref_v5,ukf,update,2.2746914164266627,0.9705736032396572,4.5670913508997515,10.796930007803082,1.0,25815
U000,oref_v5,ukf,rts,0.0,0.0,0.0,0.0,0.0024404416037187683,25815
U000,oref_v5,ukf,update@outlier,44.443759242224985,23.516083853947034,87.9334394096118,114.64604557278827,1.0,42
U002,oref_v5,aaps_average,filter,0.0,0.0,0.0,0.0,0.00027393870842317347,113164
U002,oref_v5,aaps_exponential,filter,2.0,1.0,3.0,8.0,0.8068908840267223,113164
U002,oref_v5,ukf,predict,2.5384602813255697,1.0975069067967524,5.14614014430299,12.759764285877282,0.9999911458194987,112941
U002,oref_v5,ukf,update,1.6777088449016162,0.7264347623262353,3.404402981647557,8.503725968920492,0.9998317705704749,112941
U002,oref_v5,ukf,rts,0.0,0.0,0.0,0.0,0.0014078146997104682,112941
